"name,value_euro,age,overall_rating"
"G. Prömel,2500000,24,70"
"J. Morris,2500000,24,70"
"Diego Caballo,1900000,25,70"
"F. Peluso,500000,35,70"
"M. Bokadi,1900000,26,70"
"I. Brown,2600000,22,70"
"C. Cisneros,2200000,25,70"
"D. Böde,,32,70"
"Bruno Gallo,1600000,30,70"
"B. Hämäläinen,1400000,29,70"
"C. Mepham,2400000,21,70"
"H. Faik,2100000,26,70"
"N. Champagne,900000,34,70"
"D. Kownacki,3200000,21,70"
"Y. Reyna,2400000,25,70"
"L. Galeano,1800000,27,70"
"D. Ndlovu,,29,70"
"Flávio,2000000,24,70"
"D. Post,1400000,29,70"
"N. Pérez,3300000,18,70"
"E. Elmas,3100000,19,70"
"Luisinho,1900000,27,70"
"Jamiro Monteiro,2300000,25,70"
"Milton Menceiros,1500000,27,70"
"A. Søderlund,1700000,31,70"
"A. Benedetti,1500000,27,70"
"V. Malcorra,1600000,31,70"
"S. Asamoah,2000000,24,70"
"M. Cavion,2300000,24,70"
"M. Maddison,2300000,25,70"
"A. Fiola,,29,70"
"E. Brignola,3700000,19,70"
"Borja Herrera,1800000,26,70"
"L. Licht,200000,37,70"
"R. Torres,1000000,32,70"
"A. Bodzek,1000000,33,70"
"E. Ersoy,2500000,22,70"
"J. Zacaría,1800000,29,70"
"M. te Wierik,1800000,26,70"
"G. Scognamiglio,1200000,31,70"
"P. Kanstrup,1400000,30,70"
"L. Vido,2900000,22,70"
"B. Rienstra,1800000,28,70"
"J. Insaurralde,725000,34,70"
"B. Angulo,1400000,29,70"
"Ivanildo Fernandes,2400000,22,70"
"N. Reniero,2800000,23,70"
"S. Peña,2400000,23,70"
"Pol Llonch,1900000,26,70"
"T. Figueroa,2100000,27,70"
"P. Haring,2100000,25,70"
"F. Al Ansari,1200000,32,70"
"M. Pátkai,,31,70"
"V. Lampropoulos,1400000,28,70"
"M. Diemers,2300000,25,70"
"C. Walton,2100000,23,70"
"S. Bain,1600000,27,70"
"Manu Barreiro,1600000,32,70"
"Bernardo Motinho,1500000,27,70"
"D. Petratos,1900000,26,70"
"J. Joronen,1600000,25,70"
"Licá,1700000,30,70"
"J. Medranda,1900000,25,70"
"I. Obradović,1300000,30,70"
"K. Watanabe,1600000,32,70"
"Vítor Bruno,1400000,29,70"
"J. Giraudon,1800000,27,70"
"D. Batth,1700000,28,70"
"Rogério,3900000,21,70"
"Y. Gomis,2100000,27,70"
"J. Féret,750000,36,70"
"J. Komar,2500000,22,70"
"F. Ballas,1900000,26,70"
"M. Saymak,2200000,26,70"
"C. Eiting,2700000,21,70"
"Ademilson,2400000,25,70"
"C. Zimmermann,2000000,26,70"
"D. Beasley,200000,36,70"
"Daguinho Parrela,500000,35,70"
"T. Malacia,2200000,19,70"
"Artur Jorge,2000000,24,70"
"G. Magnani,2500000,23,70"
"M. Lacen,550000,34,70"
"B. Johnson,1200000,31,70"
"Jung Seok Hwa,2000000,27,70"
"T. Boyd,2300000,24,70"
"André Santos,1700000,30,70"
"K. Wolze,1400000,28,70"
"A. Micai,1800000,25,70"
"P. Alvarado,1000000,33,70"
"C. Quintero,1700000,30,70"
"L. Acosta,2000000,23,70"
"J. Cevallos,2400000,24,70"
"P. Bauer,2000000,26,70"
"M. Mustacchio,1700000,29,70"
"A. Cissokho,1300000,31,70"
"Júlio César,2000000,23,70"
"C. Wondolowski,825000,36,70"
"S. Vegas,2200000,22,70"
"M. Ingvartsen,2500000,23,70"
"J. Pi,2000000,25,70"
"A. Rocha,2100000,26,70"
"M. Caballero,2400000,24,70"
"L. Kübler,1700000,26,70"
"Kalindi,1900000,25,70"
"E. Tercero,2100000,22,70"
"Flávio Rebeilo,1500000,27,70"
"N. Stojiljković,2300000,26,70"
"Jeong Seung Hyun,2100000,24,70"
"D. Petrić,1100000,30,70"
"Platiny,1900000,28,70"
"O. Linnér,1800000,22,70"
"P. Iemmello,2200000,27,70"
"A. Ferrari,2000000,24,70"
"A. Niane,2300000,25,70"
"M. Terrazzino,1900000,27,70"
"Kim Jong Woo,2200000,25,70"
"P. Stojanović,1900000,23,70"
"Nenê Bonilha,2100000,27,70"
"M. Silva,1400000,29,70"
"Lisandro Semedo,2400000,22,70"
"J. Dompé,2400000,23,70"
"K. Mahachi,2300000,25,70"
"Fábio Sturgeon,2300000,25,70"
"F. Meza,1600000,28,70"
"Li Xuepeng,1300000,30,70"
"C. Guanca,2300000,25,70"
"C. Buonaiuto,2100000,26,70"
"B. Vidal,1700000,27,70"
"S. Romagnoli,1400000,29,70"
"Borja Fernández,240000,38,70"
"U. Bozok,2800000,22,70"
"K. Árnason,,36,70"
"L. Mazzoni,725000,34,70"
"Z. Gano,2300000,25,70"
"L. Abram,2400000,23,70"
"J. Fulton,2100000,24,70"
"D. Rodríguez,2800000,23,70"
"P. McNair,2300000,23,70"
"K. Großkreutz,1300000,30,70"
"L. Pico,1800000,27,70"
"R. Fiamozzi,1800000,25,70"
"K. Sigþórsson,1800000,28,70"
"Helton Leite,1400000,28,70"
"B. Oviedo,1400000,29,70"
"P. Schuurs,2600000,19,70"
"E. Loeschbor,1200000,32,70"
"D. Croce,750000,36,70"
"N. Wells,1800000,28,70"
"L. Jans,1800000,26,70"
"M. Aarons,3300000,19,70"
"R. Del Castillo,2500000,22,70"
"M. El-Munir,1800000,26,70"
"F. Pizzini,2300000,25,70"
"C. Valenzuela,2100000,27,70"
"Joãozinho,1400000,29,70"
"W. Rémy,1700000,27,70"
"Murilo Freitas,2900000,22,70"
"S. Kurumaya,1800000,26,70"
"E. Kwateng,2200000,21,70"
"J. de Wijs,2000000,24,70"
"M. Camporese,1700000,26,70"
"Kwon Soon Hyung,1300000,32,70"
"A. Coeff,1800000,27,70"
"André Moreira,2100000,23,70"
"S. Dursun,1800000,27,70"
"A. Rentería,2300000,26,70"
"A. Turan,1800000,26,70"
"A. Boljević,2400000,23,70"
"S. Çinaz,1000000,33,70"
"P. Sandler,3100000,22,70"
"S. Posch,2300000,21,70"
"J. Minala,2400000,22,70"
"D. Milošević,2400000,24,70"
"C. Michelin,2400000,21,70"
"L. Mousset,2400000,23,70"
"Jeong Jae Yong,1500000,28,70"
"E. Korkmaz,425000,36,70"
"G. Bouzoukis,2900000,20,70"
"I. Sissoko,3400000,21,70"
"D. Moor,550000,35,70"
"M. Tahrat,1400000,29,70"
"Aketxe,2400000,25,70"
"V. Pálsson,1500000,27,70"
"A. Tuia,1700000,28,70"
"J. Troisi,1700000,30,70"
"Álvaro Tejero,2500000,22,70"
"A. Budimir,1900000,27,70"
"C. Acevedo,2100000,22,70"
"Johannesson,2000000,25,70"
"K. Kasongo,2400000,24,70"
"J. David,3700000,19,70"
"A. Zhirov,1500000,28,70"
"Christian Rivera,2400000,21,70"
"João Gamboa,2200000,22,70"
"Pichu Atienza,1600000,29,70"
"A. Werner,2000000,23,70"
"Álex López,1600000,31,70"
"J. Maghoma,1700000,31,70"
"F. Valiani,575000,38,70"
"G. Sara,1100000,31,70"
"M. Navarrete,1700000,27,70"
"K. Shibasaki,1100000,34,70"
"M. Kanno,2100000,24,70"
"R. Bonevacia,1900000,27,70"
"M. Riemann,1200000,30,70"
"D. Dumić,1800000,27,70"
"Y. Ngbakoto,1900000,27,70"
"G. Sauro,1600000,29,70"
"P. Coutts,1700000,30,70"
"J. Flum,1300000,31,70"
"A. Mazzotta,1400000,29,70"
"Pedro Pereira,2800000,21,70"
"R. Neudecker,2600000,22,70"
"M. Schäffler,1800000,30,70"
"N. Taylor,1300000,30,70"
"Rafa Navarro,1900000,25,70"
"Javi Galán,2000000,24,70"
"K. Danso,2300000,20,70"
"S. Fletcher,1600000,31,70"
"H. Al Moqahwi,1700000,30,70"
"L. Mchedlidze,1800000,28,70"
"F. Sotoca,1900000,28,70"
"Witi,2500000,22,70"
"C. Aboagye,2400000,24,70"
"P. Heise,1500000,27,70"
"M. Kieftenbeld,1600000,28,70"
"K. Bistrović,2800000,20,70"
"J. Eggestein,3400000,20,70"
"Igor Rossi,1600000,29,70"
"L. Thomas,1400000,26,70"
"D. Johnson,2200000,26,70"
"A. Baby,1700000,30,70"
"C. Valencia,1100000,34,70"
"Eber Bessa,2100000,26,70"
"N. Ninković,2400000,24,70"
"Fábio Cardoso,2100000,24,70"
"P. Bartolomei,1800000,29,70"
"N. Dovedan,2400000,24,70"
"A. Engin,3200000,22,70"
"O. Nguette,2400000,24,70"
"O. Lewicki,1800000,26,70"
"M. El Kabir,1800000,30,70"
"L. Villalba,2000000,24,70"
"J. Vanlerberghe,2100000,22,70"
"F. Falco,1900000,27,70"
"M. Franke,1900000,25,70"
"C. Nyman,2300000,26,70"
"E. Imorou,1300000,30,70"
"M. Ardemagni,1600000,31,70"
"M. Matvienko,2500000,22,70"
"G. Díaz,1300000,30,70"
"I. Plastun,1700000,28,70"
"P. Cuadra,2800000,23,70"
"T. Kister,1200000,32,70"
"S. Aigner,1700000,31,70"
"C. Oliveira Souza,2700000,23,70"
"G. Gimbert,1400000,33,70"
"Z. Bakkali,2400000,23,70"
"S. Manolev,,33,70"
"K. N'Doram,2400000,23,70"
"Alef,2100000,24,70"
"Javi Lara,1300000,33,70"
"T. Hubočan,1000000,33,70"
"D. Fisher,1900000,24,70"
"S. Martínez,2200000,25,70"
"G. Gómez,550000,34,70"
"Javi Varas,425000,36,70"
"Nilson Padilho,1700000,31,70"
"M. Seuntjens,2200000,26,70"
"F. Mercado,1800000,28,70"
"M. Duelund,2600000,21,70"
"J. Onguéné,2800000,21,70"
"R. Cardozo,,29,70"
"B. Röcker,1600000,29,70"
"C. Bovo,425000,36,70"
"E. Godoy,2100000,25,70"
"F. Aristeguieta,2200000,26,70"
"K. Kanatsızkuş,2600000,21,70"
"E. Videla,1600000,31,70"
"Mama Baldé,2600000,23,70"
"P. Álvarez,500000,34,70"
"L. Cattermole,1300000,30,70"
"N. Colazo,1900000,28,70"
"J. García,1100000,32,70"
"S. Iacoponi,1200000,31,70"
"R. Lenis,2100000,26,70"
"D. Williams,1800000,26,70"
"B. Urribarri,1200000,32,70"
"K. Ehizibue,2000000,23,70"
"S. Delev,1800000,29,70"
"S. Kaya,1700000,28,70"
"J. Dahlin,1100000,32,70"
"V. Huerta,1900000,25,70"
"R. Alioui,2100000,26,70"
"Gus Ledes,1900000,26,70"
"V. Demarconnay,425000,35,70"
"J. San Román,1300000,30,70"
"J. Murillo,2700000,23,70"
"D. Aleksić,2000000,27,70"
"F. Acuña,1700000,31,70"
"C. Traoré,2200000,23,70"
"C. Mandanne,1100000,34,70"
"E. Arango,2300000,25,70"
"H. Menosse,1200000,31,70"
"N. Dyer,1700000,31,70"
"J. Lewis,2800000,21,70"
"Lucas João,2300000,25,70"
"Gabriel Xavier,2300000,25,70"
"C. Coosemans,1600000,26,70"
"Bóveda,1300000,30,70"
"M. Bani,2000000,25,70"
"Derley,1700000,31,70"
"M. García,1900000,27,70"
"J. Domínguez,1300000,31,70"
"M. Pajač,2200000,25,70"
"Sevinho Santos,1700000,31,70"
"D. Sow,2800000,22,70"
"Philipe Sampaio,2100000,24,70"
"R. Coly,2100000,23,70"
"J. Williams,2300000,25,70"
"B. Ketkeophomphone,1800000,28,70"
"A. Costa,1000000,34,70"
"Xisco,1400000,32,70"
"T. Buffel,600000,38,70"
"S. Luperto,2500000,22,70"
"J. Van Rankin,1900000,25,70"
"Lasure,1900000,25,70"
"I. Atiemwen,2500000,23,70"
"J. Bacuna,2500000,21,70"
"G. Kerk,2400000,23,70"
"C. Chávez,1600000,31,70"
"X. Kouassi,1400000,29,70"
"Nino,625000,38,70"
"M. George,2400000,25,70"
"J. Obita,2000000,25,70"
"G. Ţucudean,,27,70"
"J. Robinson,2000000,25,70"
"M. Formica,1700000,30,70"
"J. Cortés,1800000,29,70"
"Iriome,1600000,31,70"
"G. Obertan,1700000,30,70"
"Luan Sendeiro,1500000,27,70"
"E. Triverio,1800000,30,70"
"L. Evans,2300000,24,70"
"Y. Touzghar,1600000,32,70"
"A. Farrell,1700000,26,70"
"J. Rivierez,1300000,29,70"
"S. Logan,1300000,31,70"
"Marc Cardona,2800000,23,70"
"Marlinito Dias,550000,35,70"
"O. Shevchenko,1500000,27,70"
"N. Viola,1800000,29,70"
"L. Tomlin,1700000,30,70"
"F. Ben Mustapha,1400000,29,70"
"I. Saadi,2100000,27,70"
"A. Derviševič,,26,70"
"P. Huntington,1300000,31,70"
"M. Cash,3100000,21,70"
"B. Nieuwkoop,2000000,23,70"
"L. Cáceda,,31,70"
"Mauro Júnior,3100000,19,70"
"Jean Cléber,1800000,28,70"
"Ruiz de Galarreta,2300000,25,70"
"António Filipe,900000,33,70"
"C. Hudson-Odoi,3500000,18,70"
"S. Yatabaré,1700000,30,70"
"B. Capon,1700000,30,70"
"Breno Bemposta,550000,35,70"
"M. Dos Santos,1400000,29,70"
"A. Balić,2500000,21,70"
"R. Rúnarsson,2000000,24,70"
"G. Espinoza,1800000,28,70"
"V. Sielis,1400000,28,70"
"N. Leguizamón,2500000,24,70"
"K. Dowell,3400000,21,70"
"O. Burke,3100000,21,70"
"C. Fuentes,1900000,25,70"
"R. Kurzawa,2100000,26,70"
"J. Madueña,1400000,28,70"
"A. Mabil,2600000,23,70"
"M. Mostefa,550000,35,70"
"J. Meneses,2200000,25,70"
"Oriol Riera,1600000,32,70"
"L. Venuti,2000000,23,70"
"A. Caci,2700000,21,70"
"J. Gillet,120000,39,70"
"A. Espino,1700000,27,70"
"J. Campuzano,2800000,22,70"
"F. Holland,1500000,28,70"
"M. Kone,1800000,29,70"
"J. Marveaux,425000,36,70"
"Germán,1200000,32,70"
"T. Hiariej,1400000,30,70"
"R. Nissen Kristensen,2200000,21,70"
"O. González,725000,34,70"
"D. Cvetinović,1400000,30,70"
"T. Bunbury,1800000,29,70"
"C. Ramos,,30,70"
"M. Robak,825000,36,70"
"M. Pospíšil,2000000,27,70"
"N. Leali,1600000,26,70"
"G. Kagelmacher,1300000,30,70"
"P. Mahlambi,,21,70"
"K. Andrić,2400000,23,70"
"M. Svanberg,3800000,20,70"
"Jorge Sáenz,2500000,22,70"
"B. Behrendt,1800000,27,70"
"F. Hasani,1800000,28,70"
"Paulo Henrique,1800000,29,70"
"Nolaskoain,2600000,20,70"
"Jordi Mboula,3800000,19,70"
"Jailson Oliva,1500000,27,70"
"C. Espinoza,2500000,23,70"
"Raphael Paneira,1700000,31,70"
"J. Windass,2300000,25,70"
"Christian Fernández,1000000,33,70"
"Vinicius Trieiro,1500000,27,70"
"B. Cufré,2700000,22,70"
"F. Picault,1900000,28,70"
"B. Guillaume,2500000,23,70"
"P. Arajuuri,1300000,30,70"
"R. Maiello,1900000,27,70"
"Park Joo Ho,1500000,32,70"
"I. Akhmetov,3200000,21,70"
"C. N'Doye,1300000,32,70"
"S. Hogan,2200000,26,70"
"L. Benegas,1800000,30,70"
"R. Braña,120000,40,70"
"Ricardo Lopes,1900000,28,70"
"L. Desábato,1400000,28,70"
"A. Mühling,2100000,26,70"
"M. Olivera,2500000,21,70"
"Renaldo Justinho,900000,35,70"
"C. Adam,1300000,33,70"
"R. Raldes,,37,70"
"R. Windbichler,1700000,27,70"
"M. D'Alessandro,1900000,28,70"
"G. Larsonneur,2400000,22,70"
"D. Moreno,1800000,27,70"
"Lee Jae Sung,1400000,30,70"
"E. Saveljich,1800000,27,70"
"R. Hassan,1900000,28,70"
"J. Sánchez,1300000,30,70"
"N. Carreño,2000000,25,70"
"P. Jagne,1400000,29,70"
"G. Peñalba,1000000,34,70"
"M. Cafaro,3200000,21,70"
"F. De Paul,1400000,27,70"
"G. Gianniotas,2200000,25,70"
"J. Villafaña,1400000,29,70"
"T. Bruns,2100000,27,70"
"F. Haugen,2200000,26,70"
"A. Weber,1200000,31,70"
"E. Rexhbeçaj,3000000,21,70"
"S. Gakpé,1600000,31,70"
"F. Klein,1200000,32,70"
"C. Forsyth,1300000,30,70"
"Lee Seung Gi,1600000,30,70"
"G. Gardner,1900000,26,70"
"J. Gol,1000000,33,70"
"N. Gorosito,1400000,30,70"
"Lee Seung Woo,2500000,21,70"
"Alam Basteirinho,1900000,27,70"
"H. Henao,1200000,32,70"
"A. Bouzat,2400000,24,70"
"B. Garnica,2400000,22,70"
"M. Romero,3400000,20,70"
"A. Bobichon,2400000,23,70"
"J. Domínguez,1200000,32,70"
"C. Insaurralde,1900000,27,70"
"Iván Sánchez,2100000,26,70"
"Moon Seon Min,1900000,26,70"
"A. Trajkovski,2200000,26,70"
"B. Myhill,425000,36,70"
"I. Dia,1600000,31,70"
"Saúl,2100000,24,70"
"M. Zimmermann,1800000,26,70"
"F. Bellugou,1200000,31,70"
"C. Gardner,1500000,32,70"
"M. Mancienne,1300000,31,70"
"Kim Seung Dae,1800000,27,70"
"Lionn,1300000,30,70"
"Jefferson Santos,1800000,25,70"
"F. Deli,2300000,24,70"
"C. Dunkley,1800000,27,70"
"A. Kara,2200000,25,70"
"C. Vilches,550000,35,70"
"N. Brighenti,1400000,29,70"
"A. Uchida,1300000,30,70"
"Y. Kalfa,2200000,25,70"
"J. Mosquera,1800000,28,70"
"M. Eriksson,1800000,28,70"
"J. Worrall,2700000,22,70"
"Rubén,725000,34,70"
"H. Vaca,,21,70"
"Rodrigo Pinho,1900000,27,70"
"G. Celis,1900000,25,70"
"R. Leeuwin,1300000,31,70"
"P. Schobesberger,2300000,25,70"
"J. Swift,2400000,23,70"
"L. Thy,2100000,27,70"
"K. Rosenberry,2000000,25,70"
"R. Aarons,2500000,23,70"
"Alfonso Herrero,1800000,24,70"
"G. Alcoba,725000,34,70"
"L. Baker,2500000,23,70"
"P. Wszołek,1900000,26,70"
"J. McEachran,2200000,26,70"
"A. Bjelica,2200000,25,70"
"J. Pearce,1300000,31,70"
"B. Cortés,2200000,23,70"
"R. Wolski,2200000,26,70"
"Juan Muñoz,2500000,23,70"
"E. Rolón,2100000,23,70"
"J. Berthomier,1800000,29,70"
"J. Angulo,1300000,30,70"
"G. Pegolo,120000,37,70"
"Ansel Barnisco,1300000,31,70"
"H. Quiñones,1700000,26,70"
"Nono,1900000,27,70"
"Miguel Luís,3800000,20,70"
"J. Busk,1700000,25,70"
"A. Stevanovic,1900000,28,70"
"C. Oliva,2600000,22,70"
"D. Zuma,2500000,23,70"
"O. Okwonkwo,3900000,21,70"
"C. Auzqui,1900000,27,70"
"L. Faravelli,2300000,25,70"
"J. Souttar,3100000,22,70"
"Bruno Nascimento,1700000,27,70"
"K. Laribi,1800000,27,70"
"J. Guerrero,1300000,31,70"
"R. Dwamena,2800000,23,70"
"B. Tekpetey,2800000,21,70"
"D. Hoesen,1900000,28,70"
"T. Necid,1800000,29,70"
"M. Bero,2600000,23,70"
"Allan Ardaújo,1700000,31,70"
"B. Schenkeveld,1800000,27,70"
"J. Kirchhoff,1700000,28,70"
"Aridane,1600000,29,70"
"M. Volta,1200000,31,70"
"E. Seka,1200000,31,70"
"Y. Kobayashi,2100000,26,70"
"N. Fernández,120000,39,70"
"D. Jevtić,2200000,26,70"
"D. Antolić,1800000,28,70"
"D. Opare,1500000,28,70"
"J. Makengo,2800000,20,70"
"N. Leyes,1400000,29,70"
"D. Fletcher,875000,35,70"
"D. Keet,,29,70"
"V. Sarı,1400000,30,70"
"A. Elmohamady,1300000,31,70"
"A. Ábalos,1400000,32,70"
"R. Ziegler,1000000,33,70"
"David Fernández,725000,33,70"
"Akapo,2000000,25,70"
"C. Ascues,2000000,26,70"
"M. Barrow,2100000,26,70"
"M. Falzerano,2000000,27,70"
"F. González,1600000,32,70"
"W. Faes,2400000,20,70"
"S. Kerk,2300000,24,70"
"F. Tabanou,1300000,30,70"
"M. Yattara,2400000,25,70"
"A. Dona Ndoh,1400000,32,70"
"L. Trałka,550000,34,70"
"D. Appiah,1700000,26,70"
"Manu Vallejo,3200000,22,70"
"Gerard Valentín,2000000,25,70"
"E. Rakip,2600000,23,70"
"M. Liendl,1300000,33,70"
"J. Sánchez,2100000,21,70"
"P. Pentke,900000,33,70"
"A. Lukimya,1000000,33,70"
"F. Platte,2500000,23,70"
"N. Aguirre,1800000,28,70"
"G. Mackay-Steven,1900000,28,70"
"D. González,425000,36,70"
"D. Cabrera,1800000,29,70"
"Lee Keun Ho,1100000,33,70"
"C. Ramirez,2100000,27,70"
"J. Lefort,2000000,25,70"
"H. Nielsen,2300000,25,70"
"M. Lehmann,425000,35,70"
"A. Balzano,975000,32,70"
"T. Kristensen,425000,35,70"
"F. Álvarez,2200000,26,70"
"J. Bokila,1800000,30,70"
"Carlos Gutiérrez,1700000,27,70"
"S. Vergini,1400000,30,70"
"E. Falkenburg,1700000,30,70"
"Y. Kakitani,1800000,29,70"
"S. Popov,1500000,28,70"
"E. Blanco,1400000,29,70"
"S. Ameobi,2100000,26,70"
"P. Anton,,27,70"
"A. Malarz,120000,38,70"
"Jairo Farnias,1100000,31,70"
"Lourival Dinisco,1300000,31,70"
"M. Kelemen,120000,39,70"
"M. Saito,1800000,28,70"
"O. Kemen,2700000,22,70"
"F. Schnellhardt,2300000,25,70"
"Kim Bo Kyung,1800000,29,70"
"V. Kadlec,2200000,26,70"
"João Lucas,1900000,23,70"
"J. Williams,2400000,22,70"
"C. Higuita,2100000,25,70"
"V. Angulo,1800000,30,70"
"M. Sampirisi,1800000,26,70"
"B. Leroy,1400000,29,70"
"I. Hagi,,20,70"
"G. Þórarinsson,1700000,26,70"
"Luiz Antônio,1500000,27,70"
"F. Ogier,1400000,29,70"
"B. Parker,1400000,32,70"
"A. Canelo,2100000,27,70"
"U. Hünemeier,1000000,33,70"
"L. Figueroa,775000,35,70"
"F. Bradarić,1900000,27,70"
"D. Geiger,3900000,20,70"
"Han Chan Hee,2400000,21,70"
"Luís Machado,2100000,26,70"
"Ewandro,2700000,22,70"
"V. Ibarbo,1800000,28,70"
"B. Corgnet,1600000,31,70"
"Lombán,1200000,31,70"
"R. Riou,1100000,31,70"
"D. Batallini,2600000,22,70"
"Barbosaldinho,1300000,31,70"
"J. Valenzuela,550000,34,70"
"F. Torijano,1400000,30,70"
"H. Lansbury,1800000,28,70"
"F. Bandinelli,2600000,23,70"
"D. Ousted,900000,34,70"
"D. John,2200000,23,70"
"A. González,1800000,26,70"
"F. Veseli,1900000,26,70"
"D. de Buen,1800000,27,70"
"D. Solanke,3900000,21,70"
"K. Çörekçi,1700000,27,70"
"P. Šteinbors,1000000,33,70"
"Jony Reitosa,1500000,27,70"
"J. Cabezas,1700000,28,70"
"J. Hochscheidt,1600000,31,70"
"G. Hendrickx,2100000,23,70"
"Cao Yunding,2400000,29,71"
"I. Cofie,2700000,27,71"
"B. Róchez,3100000,24,71"
"R. Zentner,2600000,24,71"
"R. James,4400000,19,71"
"R. Beerens,2200000,31,71"
"Eduardo Fonseira,1500000,31,71"
"O. Govea,2800000,23,71"
"Cristian López,2400000,29,71"
"M. Männel,1500000,30,71"
"M. Rygaard,2500000,28,71"
"G. Hanley,2300000,27,71"
"J. Lynch,1800000,31,71"
"S. Colombi,1600000,27,71"
"P. Ševčík,3200000,24,71"
"Marco Rocha,1400000,32,71"
"Nathael Silbeira,950000,35,71"
"A. Maitland-Niles,4200000,21,71"
"U. Đurđević,3200000,25,71"
"Y. Candelo,2500000,27,71"
"M. Rodriguez,2500000,28,71"
"David Simón,1900000,29,71"
"A. Federici,1200000,34,71"
"A. Ghazal,2500000,27,71"
"Felipe,1800000,31,71"
"G. Acosta,2300000,30,71"
"A. Lusamba,3400000,22,71"
"P. Terracciano,1900000,29,71"
"L. Krajnc,2400000,24,71"
"T. Hemed,2100000,31,71"
"E. Conde,,36,71"
"J. Bolingi,3100000,24,71"
"Heitinho Zanon,725000,35,71"
"V. Ayala,1800000,31,71"
"A. Ienaga,1800000,32,71"
"Arsénio,2400000,29,71"
"Patrick,2000000,28,71"
"L. Cavanda,2000000,28,71"
"M. Peybernès,2200000,28,71"
"Deivid,1800000,30,71"
"K. Zohore,3200000,25,71"
"D. Lekić,1500000,33,71"
"R. Sawyers,2800000,27,71"
"Pombaxinho,725000,35,71"
"R. Nouri,1400000,33,71"
"J. Isijara,2400000,29,71"
"J. Callsen-Bracker,950000,34,71"
"R. Faty,1600000,32,71"
"A. Saelemaekers,4100000,19,71"
"L. Mühl,3400000,22,71"
"Z. Kalmár,,23,71"
"Mano,1600000,31,71"
"E. Calaió,850000,37,71"
"A. Wilkinson,950000,34,71"
"K. Sugimoto,2900000,26,71"
"C. Martina,1900000,29,71"
"V. Angban,3600000,22,71"
"E. Remedi,2800000,23,71"
"V. Figueroa,1200000,35,71"
"C. O'Dowda,3300000,23,71"
"Arroyo,1800000,30,71"
"A. Ríos,2400000,29,71"
"M. Jevtovic,2700000,25,71"
"S. Limbombe,2500000,27,71"
"I. Doumbia,3400000,20,71"
"David Raya,2400000,23,71"
"O. Çek,2000000,28,71"
"Y. Shakhov,2500000,28,71"
"S. Doukara,2600000,27,71"
"B. Rabello,3100000,24,71"
"Ivo Pinto,1900000,29,71"
"Tomeu Nadal,1800000,30,71"
"K. Rüegg,3400000,20,71"
"L. Singh,4200000,21,71"
"R. Baca,2400000,29,71"
"A. Weimann,2600000,27,71"
"M. Martin,2200000,31,71"
"M. Samudio,1600000,32,71"
"Nacho Vidal,2800000,24,71"
"S. Davis,2900000,26,71"
"N. Rimando,160000,39,71"
"Tito,1300000,33,71"
"R. Köse,1500000,30,71"
"Zhang Linpeng,1800000,29,71"
"L. Stulac,3000000,24,71"
"Tony Muttinho,675000,35,71"
"Diogo Gonçalves,3500000,22,71"
"I. Provedel,2400000,24,71"
"A. Tinnerholm,2000000,28,71"
"Choi Chul Soon,1600000,32,71"
"Ângelo Neto,2700000,27,71"
"C. Quintana,1800000,31,71"
"J. Dezi,2700000,27,71"
"M. van Buren,2800000,26,71"
"N. Foor,2700000,27,71"
"Adriano,2300000,31,71"
"J. Beauguel,3000000,26,71"
"L. Antei,2500000,26,71"
"E. Adu,2400000,28,71"
"R. Lod,3000000,25,71"
"Kang Hyeon Mu,2200000,23,71"
"M. Eikrem,2400000,28,71"
"A. Godoy,2400000,29,71"
"S. Hernández,2100000,32,71"
"Tramontinaldo,675000,35,71"
"A. Milić,2700000,24,71"
"B. Acosta,1600000,32,71"
"A. Gomaa,2300000,31,71"
"Ukra,2200000,30,71"
"Z. Machach,3300000,23,71"
"D. Sallói,3700000,22,71"
"J. Laso,2200000,28,71"
"B. Kuscevic,3300000,22,71"
"Rúben Ferreira,1900000,29,71"
"Danilo Silva,1600000,32,71"
"P. Mwene,2600000,25,71"
"L. Pernica,2200000,28,71"
"A. King,2300000,30,71"
"S. Lammers,3700000,21,71"
"K. Peterson,3200000,24,71"
"D. Marshall,1200000,34,71"
"P. Ebert,2100000,31,71"
"H. Veerman,2500000,28,71"
"Rui Silva,2400000,25,71"
"M. Grüttner,1900000,33,71"
"Adryan,3200000,24,71"
"M. Petržela,1000000,35,71"
"E. Şen,1800000,30,71"
"F. Boeckx,1400000,32,71"
"D. Maroh,1600000,32,71"
"Nauzet,1200000,34,71"
"T. Clarke,1800000,31,71"
"Botía,1800000,30,71"
"S. Tonali,4400000,18,71"
"David Costas,2700000,23,71"
"K. Boli,2400000,27,71"
"C. Avevor,2300000,27,71"
"H. Wahl,2500000,24,71"
"J. De Sart,2700000,24,71"
"O. Şişmanoğlu,2400000,29,71"
"J. Léa Siliki,3400000,22,71"
"A. Calabresi,3000000,22,71"
"R. López,2400000,26,71"
"J. Vigón,2500000,27,71"
"P. Bamford,3200000,25,71"
"B. Özcan,3400000,21,71"
"João Amaral,2500000,27,71"
"Luisinho Conradi,1700000,31,71"
"J. Walters,1200000,35,71"
"Dorado,550000,36,71"
"C. Adjapong,3800000,20,71"
"Alex Alegría,3000000,26,71"
"Rúben Fernandes,1400000,32,71"
